number,S1,S2,S3,Total,Anchor,Pass
240201566,30,48,32,110,38.5,1
240201567,33,27,23,83,22,0
240201568,38,24,21,83,32.5,0
240201569,33,14,22,69,79,0
240201570,33,33,36,102,32.5,1
240201571,33,28,43,105,62.4,1
240201572,32,31,21,85,62.4,0
240201573,36,32,20,88,89.5,0
240201574,29,19,24,72,73,0
240201575,42,38,31,110,22,1
240201576,33,31,34,98,79,1
240201577,34,51,31,116,79,0
240201578,34,32,24,91,51.4,0
240201579,40,23,33,97,49,1
240201580,29,46,27,103,22,1
240201581,33,39,19,92,22,0
240201582,23,27,27,77,57,0
240201583,29,35,22,85,51.4,0
240201584,23,20,36,79,27.5,0
240201585,39,38,23,100,38.1,0
240201586,31,33,27,91,62.4,0
240201587,21,27,16,64,21.6,0
240201588,27,41,15,84,22,0
240201589,32,13,16,61,51.5,0
240201590,38,36,26,100,22,1
240201591,33,36,31,100,38.5,1
240201592,40,41,34,115,79,1
240201593,26,34,22,81,27.5,0
240201594,30,42,24,96,62.4,1
240201595,34,30,23,87,22,0
240201596,40,28,24,93,79,0
240201597,24,25,27,75,51.4,0
240201598,32,40,30,101,62.4,1
240201599,42,34,33,109,22,0
240201600,39,32,21,93,79,1
240201601,30,20,12,63,62.4,0
240201602,29,36,27,92,32.5,0
240201603,37,31,25,94,51.5,1
240201604,33,42,37,112,89.5,1
240201605,36,29,31,96,0,0
240201606,17,11,21,49,16.5,0
240201607,39,23,25,87,61.9,0
240201608,23,29,17,70,51.4,0
240201609,16,25,7,48,51,0
240201610,46,34,32,112,22,1
240201611,29,46,22,96,22,1
240201612,36,46,24,106,79,1
240201613,39,20,23,83,49,0
240201614,34,44,29,108,79,1
240201615,36,35,33,104,73,1
240201616,28,22,20,69,11,0
240201617,33,30,19,82,22,0
240201618,33,38,27,97,62.4,1
240201619,39,28,21,88,22,0
240201620,34,31,19,84,38.5,0
240201621,28,30,32,90,79,0
240201622,42,36,35,112,27.5,1
240201623,33,23,24,81,67.5,0
240201624,28,26,31,85,62.4,0
240201625,37,32,35,104,38.5,1
240201626,35,31,21,87,38.5,0
240201627,22,16,24,63,22,0
240201628,38,24,28,90,49,0
240201629,37,36,33,107,32.5,1
240201630,39,33,24,97,11,1
240201631,36,46,26,108,22,1
240201632,35,42,27,104,11,1
240201633,27,32,25,84,11,0
240201634,31,19,20,70,38.5,0
240201635,42,34,38,114,49,1
240201636,26,36,31,93,79,1
240201637,51,36,42,129,22,1
240201638,36,39,15,91,22,0
240201639,32,36,26,94,62.4,1
240201640,30,22,38,90,62.4,0
240201641,32,31,20,84,73,0
240201642,37,26,37,100,21.5,1
240201643,39,29,28,96,79,1
240201644,26,34,28,88,78.5,0
240201645,49,31,33,114,89.5,1
240201646,20,34,16,70,11,0
240201647,37,23,25,86,62.4,0
240201648,21,13,14,48,10.5,0
240201649,33,23,21,77,73,0
240201650,32,49,26,108,51.5,1
240201651,33,28,29,91,21.5,0
240201652,39,35,37,112,22,1
240201653,28,27,29,84,67.9,0
240201654,35,33,26,94,51.4,1
240201655,37,32,27,96,38.5,1
240201656,29,28,24,82,49,0
240201657,47,26,21,94,22,1
240201658,28,12,31,71,0,0
240201659,24,27,29,80,78.4,0
240201660,40,31,35,106,62.4,1
240201661,30,22,32,83,57,0
240201662,25,18,19,61,27.5,0
240201663,31,23,24,78,67.9,0
240201664,26,28,35,90,51.4,0
240201665,32,39,37,108,38.5,1
240201666,41,24,27,92,32.5,0
240201667,34,39,19,92,51.4,0
240201668,37,39,26,103,38.5,1
240201669,35,39,18,92,27.5,0
240201670,33,45,27,105,22,1
240201671,38,30,35,103,38.5,1
240201672,18,23,22,63,40.5,0
240201673,38,26,29,93,79,0
240201674,51,52,38,141,89.5,1
240201675,34,33,25,93,38.1,1
240201676,30,17,37,84,67.9,0
240201677,26,18,17,62,61.9,0
240201678,39,35,34,108,21.6,1
240201679,32,12,30,74,49,0
240201680,38,57,32,128,38.5,1
240201681,44,28,38,111,79,1
240201682,37,30,29,96,38.5,1
240201683,31,17,12,60,38.5,0
240201684,38,22,22,82,32.5,0
240201685,34,23,44,102,79,1
240201686,16,14,12,42,27.5,0
240201687,33,34,26,93,0,1
240201688,22,26,40,87,27.5,0
240201689,36,43,26,106,79,1
240201690,45,28,27,100,49,1
240201691,40,42,23,104,62.4,0
240201692,30,20,28,78,78.4,0
240201693,42,27,22,91,27.5,0
240201694,17,19,26,62,16.5,0
240201695,37,53,31,121,49,0
240201696,41,35,29,105,89.5,1
240201697,32,19,27,78,32.5,0
240201698,37,32,38,108,38.1,1
240201699,24,30,27,81,79,0
240201700,25,28,15,68,11,0
240201701,33,29,24,87,22,0
240201702,31,29,17,77,51.5,0
240201703,35,27,30,92,51.4,1
240201704,18,14,14,46,21.5,0
240201705,38,35,30,103,62.4,1
240201706,39,52,41,131,51.5,1
240201707,35,19,26,80,62.4,0
240201708,38,30,25,94,73,1
240201709,33,30,36,99,11,1
240201710,29,24,14,68,62.4,0
240201711,48,45,31,124,89.5,1
240201712,34,31,32,97,38.5,1
240201713,24,33,35,92,40.5,0
240201714,16,32,16,65,57,0
240201715,32,20,24,76,89.5,0
240201716,25,18,17,60,27.5,0
240201717,47,53,25,125,79,1
240201718,31,27,23,81,67.9,0
240201719,36,20,28,84,62.4,0
240201720,31,20,29,80,38.5,0
240201721,39,42,39,120,79,1
240201722,24,23,9,57,22,0
240201723,35,31,36,103,22,1
240201724,34,31,29,94,51.4,1
240201725,25,24,21,70,10.5,0
240201726,31,32,33,96,73,1
240201727,19,29,23,71,51.4,0
240201728,25,13,23,61,27.5,0
240201729,26,16,21,63,11,0
240201730,35,30,20,85,38.5,0
240201731,26,18,22,66,22,0
240201732,38,30,26,94,38.5,1
240201733,38,38,28,103,22,0
240201734,27,19,32,78,67.9,0
240201735,39,37,37,113,51.4,1
240201736,12,12,34,59,16.5,0
240201737,20,34,19,73,79,0
240201738,39,26,31,96,0,1
240201739,29,32,25,86,67.9,0
240201740,45,56,34,135,38.5,1
240201741,28,15,22,65,38.5,0
240201742,37,29,21,88,61.9,0
240201743,18,22,16,56,68,0
240201744,31,34,7,72,62.4,0
240201745,44,48,42,135,49,1
240201746,43,40,22,105,49,1
240201747,37,42,24,103,49,1
240201748,33,26,26,85,79,0
240201749,40,48,26,114,32.5,1
240201750,18,19,20,57,0,0
240201751,24,27,20,72,68,0
240201752,34,15,21,70,61.9,0
240201753,39,32,24,95,38.5,1
240201754,17,12,18,48,16.5,0
240201755,33,44,31,108,38.5,1
240201756,38,34,27,100,79,1
240201757,30,22,18,70,51.4,0
240201758,36,37,30,103,79,1
240201759,40,27,33,101,22,1
240201760,53,48,36,137,89.5,1
240201761,27,28,22,78,51.5,0
240201762,31,29,16,75,38.5,0
240201763,36,33,26,96,79,1
240201764,50,53,45,148,79,1
240201765,46,46,38,129,38.1,1
240201766,38,29,24,90,38.1,0
240201767,35,32,22,89,49,0
240201768,31,27,20,79,79,0
240201769,30,31,23,84,11,0
240201770,31,26,15,72,62.4,0
240201771,32,28,22,83,27.5,0
240201772,45,34,29,109,89.5,0
240201773,42,36,37,114,89.5,1
240201774,27,22,23,71,38.5,0
240201775,33,27,23,82,49,0
240201776,33,19,15,67,89.5,0
240201777,48,56,47,151,79,1
240201778,27,22,33,81,11,0
240201779,35,10,32,77,22,0
240201780,45,39,33,117,79,1
240201781,30,31,23,85,89.5,0
240201782,35,41,30,106,61.9,1
240201783,23,13,30,66,79,0
240201784,40,40,35,115,38.5,1
240201785,16,15,22,53,21.6,0
240201786,35,35,21,91,38.5,0
240201787,37,35,24,97,22,1
240201788,40,26,26,92,22,1
240201789,35,42,26,103,79,1
240201790,31,31,13,76,62.4,0
240201791,44,31,20,96,49,1
240201792,28,19,24,72,27.5,0
240201793,34,38,14,86,22,0
240201794,21,27,28,76,27.5,0
240201795,46,34,29,109,49,1
240201796,35,49,30,114,62.4,1
240201797,29,27,39,95,27.5,1
240201798,38,36,24,98,49,1
240201799,30,30,23,83,22,0
240201800,36,34,27,97,62,1
240201801,40,52,38,129,62,1
240201802,37,15,30,82,62.4,0
240201803,47,30,25,102,89.5,1
240201804,39,50,31,121,38.5,1
240201805,41,32,37,110,79,1
240201806,20,10,18,48,57,0
240201807,28,19,16,63,38.5,0
240201808,34,30,30,94,21.5,1
240201809,21,25,17,63,79,0
240201810,27,21,29,77,22,0
240201811,31,18,22,71,62.4,0
240201812,40,26,31,96,38.5,1
240201813,30,18,22,70,62.4,0
240201814,29,30,17,75,21.5,0
240201815,24,22,29,75,38.5,0
240201816,39,32,17,89,79,0
240201817,28,31,29,88,67.9,0
240201818,30,39,20,89,89.5,0
240201819,40,31,21,92,38.5,1
240201820,45,34,33,112,49,0
240201821,38,35,21,94,38.5,1
240201822,43,29,24,96,89.5,1
240201823,36,30,22,88,38.5,0
240201824,34,19,27,80,27.5,0
240201825,44,33,29,106,79,0
240201826,33,36,20,90,22,0
240201827,37,50,43,130,79,0
240201828,32,32,28,93,62.4,1
240201829,36,28,26,90,79,0
240201830,40,19,27,87,79,0
240201831,46,25,38,109,78.4,1
240201832,31,16,25,73,73,0
240201833,21,8,29,58,57,0
240201834,36,39,24,100,51,1
240201835,42,43,36,121,62.4,0
240201836,26,24,18,69,79,0
240201837,26,17,21,63,16.5,0
240201838,55,50,36,141,49,0
240201839,46,36,37,119,89.5,1
240201840,30,26,16,72,16.5,0
240201841,37,38,32,107,22,1
240201842,37,32,31,100,49,1
240201843,43,31,40,114,27.5,1
240201844,26,15,15,55,11,0
240201845,40,45,28,113,79,1
240201846,27,24,21,73,78.4,0
240201847,32,14,20,66,11,0
240201848,43,40,28,111,22,1
240201849,51,46,32,129,38.5,1
240201850,49,46,37,132,49,1
240201851,37,29,37,103,11,1
240201852,45,35,42,122,79,1
240201853,36,29,21,86,38.5,0
240201854,33,32,37,102,79,1
240201855,26,37,19,82,51.4,0
240201856,28,26,20,74,51.4,0
240201857,34,31,29,94,11,1
240201858,21,20,13,54,38.5,0
240201859,27,33,20,80,22,0
240201860,24,17,17,58,51.4,0
240201861,41,30,23,94,62.4,1
240201862,36,11,25,72,62.4,0
240201863,50,46,30,126,62.4,1
240201864,37,26,20,83,62.4,0
240201865,19,28,12,60,51.4,0
240201866,32,30,41,103,79,1
240201867,26,42,30,98,32.5,1
240201868,29,34,35,98,49,1
240201869,37,47,25,109,73,1
240201870,47,47,31,125,73,1
240201871,33,32,16,80,38.5,0
240201872,32,43,22,97,51.5,0
240201873,37,32,33,102,79,1
240201874,40,33,28,101,62.4,1
240201875,32,28,21,81,27.5,0
240201876,30,26,29,86,51.4,0
240201877,21,16,22,59,40.5,0
240201878,33,24,25,82,27.5,0
240201879,23,26,23,73,27.5,0
240201880,38,35,26,99,27.5,0
240201881,30,35,36,101,51.5,1
240201882,38,32,31,101,79,1
240201883,29,12,25,66,67.9,0
240201884,31,16,18,66,51.4,0
240201885,46,48,33,127,38.5,1
240201886,51,27,39,117,49,1
240201887,37,35,28,101,78.4,1
240201888,37,16,20,73,49,0
240201889,29,18,32,79,38.5,0
240201890,17,10,15,41,38.5,0
240201891,38,45,37,120,38.5,0
240201892,35,15,27,78,68,0
240201893,32,33,30,95,79,1
240201894,47,48,40,135,38.5,1
240201895,29,23,29,80,62.4,0
240201896,33,19,32,84,38.5,0
240201897,47,57,39,143,79,1
240201898,43,24,30,97,22,1
240201899,32,38,24,95,40.5,1
240201900,54,27,34,115,89.5,1
240201901,36,11,20,67,11,0
240201902,29,30,30,89,62.4,0
240201903,31,35,26,92,51.4,1
240201904,40,49,36,125,78.5,1
240201905,25,22,28,75,27.5,0
240201906,50,45,37,133,73,1
240201907,20,16,23,59,22,0
240201908,34,27,27,88,79,0
240201909,43,42,23,109,22,1
240201910,40,38,24,102,79,1
240201911,42,36,28,106,73,1
240201912,44,36,20,100,49,0
240201913,36,30,31,96,62.4,1
240201914,34,34,32,100,79,1
240201915,28,24,25,77,22,0
240201916,43,27,33,103,21.5,1
240201917,33,32,28,93,38.5,0
240201918,45,32,49,127,27.5,1
240201919,34,23,15,72,51.4,0
240201920,31,12,34,77,51.5,0
240201921,26,28,28,83,51.4,0
240201922,40,44,41,125,38.5,1
240201923,30,28,35,94,22,1
240201924,43,28,35,106,89.5,1
240201925,44,41,41,126,38.5,1
240201926,34,37,28,99,79,1
240201927,47,49,40,135,89.5,1
240201928,27,28,21,76,79,0
240201929,33,39,31,103,79,1
240201930,19,10,31,60,16.5,0
240201931,31,22,40,93,51.4,1
240201932,42,35,38,115,79,1
240201933,32,21,21,74,51.5,0
240201934,43,49,39,131,79,1
240201935,40,28,30,98,51.4,1
240201936,27,16,17,60,32.5,0
240201937,34,26,16,75,62.4,0
240201938,30,11,30,71,62.4,0
240201939,27,26,16,70,27.5,0
240201940,28,37,25,91,38.5,0
240201941,21,28,40,89,57,0
240201942,35,34,18,88,27.5,0
240201943,44,23,24,91,73,0
240201944,45,41,34,121,38.5,1
240201945,35,34,27,96,38.5,1
240201946,23,22,18,64,11,0
240201947,19,24,25,68,57,0
240201948,36,39,33,109,79,1
240201949,43,46,50,139,79,1
240201950,45,41,39,126,27.5,1
240201951,37,30,22,89,62.4,0
240201952,43,28,31,102,22,1
240201953,52,48,45,144,79,1
240201954,42,37,34,113,38.5,1
240201955,39,27,35,102,21.6,1
240201956,33,27,29,89,79,0
240201957,31,28,30,90,11,0
240201958,46,30,37,113,22,1
240201959,22,15,26,63,11,0
240201960,37,43,26,106,79,1
240201961,26,23,38,88,40.5,0
240201962,40,30,24,94,73,0
240201963,36,26,27,89,89.5,0
240201964,47,34,29,110,73,1
240201965,29,18,25,73,67.9,0
240201966,34,26,20,80,51.4,0
240201967,48,26,17,90,62.4,0
240201968,43,46,40,129,38,1
240201969,41,57,43,141,79,1
240201970,43,31,28,103,78.5,1
240201971,43,35,27,105,49,1
240201972,31,39,46,117,11,1
240201973,32,30,22,85,40.5,0
240201974,49,49,33,131,89.5,1
240201975,40,40,29,109,38.5,1
240201976,42,34,19,96,22,1
240201977,38,29,35,102,79,1
240201978,27,26,26,79,38.5,0
240201979,26,40,19,86,22,0
240201980,28,20,29,77,73,0
240201981,45,41,35,121,38.5,1
240201982,36,43,31,110,79,1
240201983,26,24,26,76,62.4,0
240201984,41,38,28,107,22,1
240201985,51,60,43,154,89.5,1
240201986,38,27,32,98,68,1
240201987,46,48,31,125,79,1
240201988,38,31,31,101,68,1
240201989,43,47,25,115,38.5,1
240201990,42,22,52,115,79,1
240201991,38,17,31,86,38.5,0
240201992,20,12,24,57,27.5,0
240201993,32,26,22,80,51.4,0
240201994,53,53,41,147,73,1
240201995,45,23,34,102,32.5,1
240201996,39,20,16,76,62.4,0
240201997,36,22,28,86,68,0
240201998,40,38,28,106,22,1
240201999,46,30,34,110,38.5,0
240202000,18,20,22,61,27,0
240202001,29,16,34,79,79,0
240202002,52,38,23,113,73,1
240202003,27,31,34,92,61.9,0
240202004,51,48,38,136,68,1
240202005,29,9,20,59,27.5,0
240202006,43,41,40,124,38.5,1
240202007,37,22,34,93,32.5,1
240202008,30,26,23,79,62.4,0
240202009,46,51,36,133,62.4,1
240202010,34,32,21,88,62.4,0
240202011,48,44,39,131,49,1
240202012,36,25,25,85,27.5,0
240202013,40,33,26,99,79,1
240202014,41,44,38,123,32.5,1
240202015,33,9,17,59,62.4,0
240202016,37,20,26,83,73,0
240202017,46,33,29,108,73,1
240202018,25,33,23,81,27.5,0
240202019,40,30,23,94,32.5,0
240202020,35,28,24,87,38.5,0
240202021,48,53,23,124,89.5,1
240202022,29,18,24,71,11,0
240202023,30,31,33,95,22,1
240202024,26,14,30,70,11,0
240202025,37,31,33,102,22,1
240202026,32,31,27,91,51.5,0
240202027,40,26,33,99,38.5,1
240202028,24,37,14,75,51.4,0
240202029,46,27,36,109,79,1
240202030,44,57,42,144,79,1
240202031,36,42,25,103,79,1
240202032,25,39,17,82,67.9,0
240202033,40,27,31,98,22,1
240202034,47,39,35,120,79,1
240202035,24,27,35,86,67.5,0
240202036,45,27,19,91,62.4,0
240202037,34,30,25,89,62.4,0
240202038,52,46,40,138,38.5,1
240202039,48,35,28,112,78.5,0
240202040,32,31,30,93,62.4,0
240202041,33,31,22,86,0,0
240202042,37,49,34,120,38,1
240202043,40,34,34,109,38.5,1
240202044,42,34,35,111,22,1
240202045,38,33,27,97,79,1
240202046,37,25,26,88,38.5,0
240202047,54,48,44,146,89.5,1
240202048,46,33,28,106,89.5,1
240202049,48,35,37,120,32.5,1
240202050,35,32,34,101,32.5,1
240202051,30,34,27,91,11,0
240202052,45,48,43,136,89.5,1
240202053,36,34,31,100,22,1
240202054,35,36,24,95,62.4,1
240202055,47,16,35,98,79,0
240202056,40,33,33,106,27.5,1
240202057,44,37,29,110,49,1
240202058,18,8,20,46,51.5,0
240202059,29,7,22,58,68,0
240202060,52,60,44,156,89.5,1
240202061,44,36,37,116,79,1
240202062,28,28,31,87,40.5,0
240202063,32,23,23,78,22,0
240202064,31,29,31,90,22,0
240202065,24,22,29,75,79,0
240202066,31,35,16,82,22,0
240202067,33,33,31,97,79,1
240202068,46,53,44,143,38.5,1
240202069,41,37,39,117,49,1
240202070,36,26,27,90,89.5,0
240202071,40,29,23,92,79,0
240202072,37,28,34,99,79,1
240202073,30,26,27,83,16.5,0
240202074,39,26,14,79,62.4,0
240202075,23,23,30,75,40.5,0
240202076,42,34,30,106,32.5,1
240202077,30,24,14,68,62.4,0
240202078,34,27,23,85,11,0
240202079,26,22,25,73,32.5,0
240202080,45,35,32,112,62.4,1
240202081,43,45,24,112,38.5,1
240202082,39,39,20,99,79,1
240202083,42,24,22,89,22,0
240202084,35,35,21,91,27.5,0
240202085,25,14,25,63,21.5,0
240202086,47,56,48,151,89.5,1
240202087,39,42,24,106,32.5,1
240202088,30,42,33,105,62.4,1
240202089,20,6,22,48,27,0
240202090,34,36,24,94,11,1
240202091,26,12,30,67,10.5,0
240202092,28,33,39,100,67.9,1
240202093,30,30,36,96,22,1
240202094,38,25,35,98,79,1
240202095,44,32,41,117,62.4,1
240202096,24,22,32,77,38.5,0
240202097,38,35,32,106,62.4,1
240202098,40,35,40,116,22,1
240202099,38,31,31,99,89.5,1
240202100,29,31,27,88,68,0
240202101,29,35,28,92,51.5,0
240202102,51,51,41,143,89.5,1
240202103,37,22,26,85,49,0
240202104,24,26,17,67,0,0
240202105,33,27,29,89,79,0
240202106,22,27,22,71,0,0
240202107,36,44,36,116,38.5,1
240202108,34,24,18,76,49,0
240202109,40,42,32,114,89.5,1
240202110,34,13,24,71,22,0
240202111,30,34,30,94,79,1
240202112,22,38,26,86,51.5,0
240202113,27,17,28,71,22,0
240202114,36,27,26,89,32.5,0
240202115,54,60,50,164,49,1
240202116,37,37,35,109,79,1
240202117,22,21,15,58,10.5,0
240202118,39,30,13,81,79,0
240202119,22,30,18,69,62,0
240202120,20,16,25,61,57,0
240202121,35,42,48,125,79,1
240202122,32,34,49,114,67.9,1
240202123,37,36,21,94,22,1
240202124,16,23,15,53,27,0
240202125,42,53,29,124,79,0
240202126,46,31,25,102,62.4,0
240202127,35,22,33,91,62.4,0
240202128,34,27,22,83,78.5,0
240202129,26,23,30,79,38.5,0
240202130,39,34,24,97,11,1
240202131,46,48,41,134,79,1
240202132,44,24,31,98,49,0
240202133,43,35,22,100,49,1
240202134,24,21,25,69,27.5,0
240202135,33,41,32,106,38.5,1
240202136,20,45,33,98,79,1
240202137,44,27,36,108,38.5,1
240202138,48,31,22,101,51.4,1
240202139,39,28,29,95,38.1,1
240202140,27,19,27,74,11,0
240202141,34,34,37,106,89.5,1
240202142,42,53,46,141,79,1
240202143,50,48,44,142,89.5,1
240202144,48,47,25,120,89.5,1
240202145,34,11,22,66,62.4,0
240202146,28,23,27,77,67.5,0
240202147,46,45,39,130,22,1
240202148,48,54,47,149,79,1
240202149,45,39,27,111,49,1
240202150,28,42,24,94,79,1
240202151,33,30,16,78,62.4,0
240202152,37,27,16,81,62.4,0
240202153,42,36,34,112,22,1
240202154,41,42,14,97,22,0
240202155,24,22,15,61,16.5,0
240202156,35,20,23,79,79,0
240202157,37,36,30,103,38.5,1
240202158,49,34,26,109,79,1
240202159,39,37,26,101,62.4,1
240202160,35,26,24,85,51.5,0
240202161,41,41,39,121,62.4,1
240202162,35,28,22,86,79,0
240202163,42,33,35,109,32.5,1
240202164,20,19,35,74,67.9,0
240202165,43,33,30,106,49,1
240202166,35,28,23,86,32.5,0
240202167,31,39,28,97,79,1
240202168,20,34,28,83,51.4,0
240202169,34,49,37,119,79,1
240202170,18,30,20,68,0,0
240202171,37,31,29,96,73,1
240202172,36,33,18,87,22,0
240202173,42,36,34,111,11,1
240202174,29,11,15,54,21.6,0
240202175,22,26,28,76,10.5,0
240202176,39,38,32,109,89.5,1
240202177,52,41,32,125,68,1
240202178,30,42,29,101,89.5,1
240202179,44,31,22,97,38.5,1
240202180,29,24,19,72,27.5,0
240202181,40,19,19,78,11,0
240202182,34,23,40,98,40.5,1
240202183,35,57,39,131,27.5,0
240202184,28,39,23,90,51.5,0
240202185,39,36,41,117,79,1
240202186,35,31,27,94,79,1
240202187,36,26,25,87,32.5,0
240202188,51,27,38,115,49,1
240202189,25,22,27,74,62.4,0
240202190,45,35,32,112,62.4,1
240202191,34,39,21,93,22,0
240202192,31,38,33,101,62.4,0
240202193,41,31,29,101,22,1
240202194,41,29,23,93,27.5,1
240202195,42,46,22,110,73,1
240202196,19,23,18,60,67.5,0
240202197,32,9,31,72,11,0
240202198,35,24,29,88,62.4,0
240202199,37,27,47,111,62.4,1
240202200,41,26,32,98,49,1
240202201,33,27,16,77,51.5,0
240202202,24,4,21,49,40.5,0
240202203,31,35,28,94,22,1
240202204,22,36,26,85,79,0
240202205,32,13,26,71,22,0
240202206,22,26,31,79,27.5,0
240202207,38,27,34,99,38.5,1
240202208,32,27,23,82,38.5,0
240202209,32,20,18,70,62.4,0
240202210,28,28,26,83,27.5,0
240202211,31,46,34,111,89.5,1
240202212,31,30,22,83,27.5,0
240202213,41,48,38,127,22,1
240202214,29,37,20,87,67.9,0
240202215,43,51,26,120,32.5,1
240202216,36,32,32,100,67.9,1
240202217,32,23,27,81,62.4,0
240202218,21,34,17,72,62.4,0
240202219,31,31,35,97,79,1
240202220,31,24,28,83,11,0
240202221,32,27,26,85,79,0
240202222,47,37,29,113,79,1
240202223,20,34,12,66,21.5,0
240202224,26,31,24,82,62.4,0
240202225,36,24,24,85,22,0
240202226,32,23,24,79,62.4,0
240202227,36,46,22,105,62.4,1
240202228,28,24,7,58,62.4,0
240202229,44,34,30,108,38.5,1
240202230,32,27,32,91,62.4,0
240202231,44,44,30,118,62.4,1
240202232,25,33,29,86,22,0
240202233,41,35,21,97,62.4,1
240202234,21,19,15,55,57,0
240202235,36,49,45,129,38.5,1
240202236,12,19,10,41,10.5,0
240202237,31,43,32,106,38.5,1
240202238,23,24,32,80,16.5,0
240202239,35,38,34,107,49,1
240202240,40,40,35,114,79,1
240202241,25,15,27,67,62.4,0
240202242,24,31,29,85,67.9,0
240202243,22,23,32,77,22,0
240202244,38,46,26,111,79,1
240202245,42,40,39,121,79,1
240202246,35,35,34,105,79,1
240202247,24,24,19,67,51.4,0
240202248,31,30,27,88,62.4,0
240202249,38,28,31,97,79,1
240202250,22,37,28,87,57,0
240202251,37,34,26,98,79,1
240202252,32,28,36,97,62.4,1
240202253,32,19,23,74,51.4,0
240202254,35,34,34,103,22,1
240202255,28,32,40,100,38.5,1
240202256,36,34,30,100,89.5,1
240202257,34,20,16,70,38.5,0
240202258,38,25,36,99,78.5,1
240202259,20,22,23,65,16.5,0
240202260,33,37,28,98,27.5,1
240202261,44,53,37,133,38.5,1
240202262,36,34,44,113,79,1
240202263,37,30,31,99,79,1
240202264,39,8,17,64,79,0
240202265,27,35,28,91,27.5,0
240202266,51,38,36,125,38.5,1
240202267,51,56,52,158,38.5,1
240202268,39,45,29,114,79,1
240202269,52,49,45,146,49,1
240202270,23,22,23,67,79,0
240202271,27,34,20,82,38.5,0
240202272,40,33,25,98,89.5,1
240202273,39,24,27,90,38.5,0
240202274,35,19,25,79,49,0
240202275,30,20,24,73,27,0
240202276,28,24,24,75,27.5,0
240202277,42,39,38,119,89.5,0
240202278,43,41,19,104,21.6,1
240202279,41,38,31,109,62.4,1
240202280,38,38,32,108,38.5,0
240202281,37,34,31,102,22,1
240202282,23,24,35,83,38.5,0
240202283,21,13,26,61,21.5,0
240202284,17,22,27,66,22,0
240202285,38,27,25,91,22,0
240202286,26,32,29,87,40.5,0
240202287,35,19,26,80,79,0
240202288,26,42,10,78,22,0
240202289,31,31,29,91,38.1,0
240202290,42,44,29,115,32.5,1
240202291,35,39,28,103,89.5,1
240202292,29,16,22,67,62.4,0
240202293,50,44,35,129,38.5,1
240202294,17,10,21,48,27.5,0
240202295,26,27,19,73,11,0
240202296,26,32,27,85,38.5,0
240202297,42,41,38,121,79,1
240202298,42,24,33,98,32.5,0
240202299,42,36,22,101,49,1
240202300,56,44,38,138,32.5,1
240202301,24,39,19,82,27.5,0
240202302,36,31,24,91,89.5,0
240202303,20,25,31,76,89.5,0
240202304,38,49,37,124,73,1
240202305,32,42,30,105,67.9,1
240202306,25,26,16,66,68,0
240202307,52,56,41,149,78.5,1
240202308,31,45,35,111,62.4,1
240202309,42,28,36,106,79,1
240202310,30,26,19,75,79,0
240202311,36,26,25,87,61.9,0
240202312,44,46,42,133,49,1
240202313,48,53,41,142,49,1
240202314,33,22,14,68,62.4,0
240202315,25,28,26,80,38.5,0
240202316,42,46,22,110,22,1
240202317,50,52,38,139,38.5,1
240202318,43,25,22,90,38.5,0
240202319,36,24,28,88,79,0
240202320,48,26,22,95,79,1
240202321,40,20,25,85,89.5,0
240202322,31,8,29,68,38.1,0
240202323,54,49,37,140,89.5,1
240202324,25,23,29,77,27.5,0
240202325,30,36,24,90,51.5,0
240202326,33,27,24,85,68,0
240202327,44,37,38,119,49,1
240202328,45,56,38,139,38,1
240202329,51,47,37,135,21.6,1
240202330,47,52,35,133,49,1
240202331,40,20,24,84,22,0
240202332,47,36,40,123,22,1
240202333,33,23,26,82,79,0
240202334,38,39,27,103,67.9,1
240202335,44,49,37,130,32.5,1
240202336,32,38,18,87,73,0
240202337,32,28,28,88,62.4,0
240202338,19,27,16,62,11,0
240202339,42,38,25,105,32.5,1
240202340,30,24,31,85,27.5,0
240202341,36,38,38,112,22,1
240202342,18,42,38,98,67.9,0
240202343,32,49,35,116,22,1
240202344,52,39,28,120,32.5,1
240202345,40,34,30,104,73,0
240202346,26,20,23,69,68,0
240202347,45,53,37,135,89.5,1
240202348,24,25,31,80,27.5,0
240202349,21,9,20,51,51.4,0
240202350,33,24,21,79,57,0
240202351,35,22,30,87,67.9,0
240202352,34,14,24,72,38.5,0
240202353,27,34,16,77,67.9,0
240202354,35,42,24,101,62.4,1
240202355,47,57,39,143,89.5,1
240202356,34,34,29,97,68,1
240202357,39,35,35,109,38.1,1
240202358,35,43,25,102,62.4,1
240202359,31,16,23,71,51.5,0
240202360,34,26,25,84,73,0
240202361,30,32,19,81,49,0
240202362,22,19,30,71,67.5,0
240202363,39,38,37,114,49,1
240202364,56,45,32,133,89.5,1
240202365,25,34,24,83,79,0
240202366,25,22,32,79,11,0
240202367,34,14,25,73,27.5,0
240202368,22,20,26,69,27.5,0
240202369,36,47,24,107,73,1
240202370,30,23,25,78,62.4,0
240202371,52,44,41,137,49,1
240202372,43,57,34,133,49,1
240202373,37,42,22,101,38.5,1
240202374,32,24,37,93,79,1
240202375,50,41,30,121,38.5,1
240202376,40,46,33,119,61.9,1
240202377,35,27,26,88,11,0
240202378,28,20,14,62,11,0
240202379,37,36,26,99,38.5,1
240202380,39,30,30,99,22,1
240202381,41,53,37,131,89.5,1
