number,S1,S2,S3,Total,Anchor,Pass
322401857,16,23,14,53,29,0
322401858,30,20,29,79,71,0
322401859,46,37,43,126,86,1
322401860,49,42,34,125,43,1
322401861,36,33,14,83,57,0
322401862,48,36,24,108,86,1
322401863,43,40,34,117,71,1
322401864,30,19,25,74,29,0
322401865,39,24,23,86,29,0
322401866,38,36,29,103,71,1
322401867,40,35,27,102,86,1
322401868,43,43,47,133,71,1
322401869,49,41,50,140,86,1
322401870,40,31,23,94,71,0
322401871,53,48,54,155,100,1
322401872,38,27,40,105,57,1
322401873,35,26,17,78,29,0
322401874,29,26,25,80,29,0
322401875,23,17,24,64,71,0
322401876,23,30,16,69,29,0
322401877,31,42,54,127,86,1
322401878,44,27,10,81,57,0
322401879,38,29,32,99,71,1
322401880,43,44,28,115,57,1
322401881,30,28,25,83,29,0
322401882,33,33,47,113,86,1
322401883,49,30,38,117,71,1
322401884,45,30,38,113,71,1
322401885,51,49,38,138,100,1
322401886,27,22,23,72,29,0
322401887,44,42,20,106,71,1
322401888,46,43,38,127,71,1
322401889,50,47,47,144,86,1
322401890,39,31,36,106,86,1
322401891,45,30,27,102,43,1
322401892,51,50,44,145,100,1
322401893,51,37,35,123,57,1
322401894,43,39,47,129,86,1
322401895,47,37,35,119,71,1
322401896,34,30,23,87,57,0
322401897,44,32,24,100,57,1
322401898,48,28,45,121,57,1
322401899,15,23,23,61,43,0
322401900,55,47,38,140,86,1
322401901,48,39,31,118,71,1
322401902,47,38,27,112,86,1
322401903,38,41,18,97,43,0
322401904,35,24,53,112,86,1
322401905,52,44,33,129,100,1
322401906,31,23,36,90,43,0
322401907,39,25,22,86,71,0
322401908,55,45,42,142,71,1
322401909,35,37,33,105,71,1
322401910,51,39,33,123,86,1
322401911,38,29,25,92,14,0
322401912,45,43,32,120,57,1
322401913,55,51,54,160,100,1
322401914,44,39,29,112,71,1
322401915,42,41,47,130,100,1
322401916,53,43,37,133,100,1
322401917,50,40,25,115,57,1
322401918,48,44,43,135,100,1
322401919,54,38,45,137,86,1
322401920,43,27,36,106,86,1
322401921,24,19,10,53,14,0
322401922,52,52,44,148,100,1
322401923,53,52,37,142,100,1
322401924,48,37,18,103,43,1
322401925,33,25,23,81,71,0
322401926,25,26,14,65,57,0
322401927,26,16,23,65,57,0
322401928,42,46,56,144,71,1
322401929,50,40,37,127,71,1
322401930,46,41,34,121,71,1
322401931,53,51,40,144,86,1
322401932,25,26,19,70,29,0
322401933,34,32,25,91,29,0
322401934,54,45,50,149,86,1
322401935,41,26,37,104,43,1
322401936,34,23,29,86,71,0
322401937,47,24,42,113,43,1
322401938,50,43,45,138,100,1
322401939,23,26,24,73,43,0
322401940,17,25,39,81,29,0
322401941,29,30,25,84,29,0
322401942,17,17,27,61,29,0
322401943,52,37,39,128,57,1
322401944,47,28,32,107,100,1
322401945,51,38,28,117,86,1
322401946,52,37,47,136,86,1
322401947,43,43,43,129,100,1
322401948,31,28,23,82,43,0
322401949,35,28,30,93,86,0
322401950,55,39,40,134,71,1
322401951,52,35,36,123,71,1
322401952,44,32,27,103,43,1
322401953,26,23,30,79,43,0
322401954,20,21,27,68,43,0
322401955,50,46,36,132,86,1
322401956,22,15,31,68,14,0
322401957,39,39,52,130,86,1
322401958,34,31,24,89,43,0
322401959,37,36,24,97,57,0
322401960,41,41,29,111,86,1
322401961,45,41,34,120,100,1
322401962,52,49,36,137,100,1
322401963,44,31,18,93,71,0
322401964,41,34,25,100,71,1
322401965,40,27,29,96,71,0
322401966,53,49,35,137,71,1
322401967,43,30,31,104,86,1
322401968,45,33,30,108,43,1
322401969,46,50,42,138,86,1
322401970,34,39,56,129,86,1
322401971,55,50,49,154,86,1
322401972,41,41,35,117,100,1
322401973,48,37,47,132,71,1
322401974,45,30,24,99,71,1
322401975,19,20,16,55,14,0
322401976,48,45,48,141,57,1
322401977,47,39,37,123,71,1
322401978,45,30,21,96,43,0
322401979,44,40,49,133,71,1
322401980,31,29,33,93,57,0
322401981,47,39,21,107,43,1
322401982,36,38,29,103,57,1
322401983,43,39,40,122,100,1
322401984,48,46,36,130,100,1
322401985,39,21,27,87,71,0
322401986,54,49,20,123,71,1
322401987,42,31,29,102,86,1
322401988,56,29,27,112,57,1
322401989,38,39,22,99,57,1
322401990,46,42,29,117,86,1
322401991,40,36,32,108,57,1
322401992,47,38,33,118,71,1
322401993,51,34,31,116,86,1
322401994,40,42,38,120,86,1
322401995,36,26,23,85,43,0
322401996,31,33,40,104,29,1
322401997,48,41,46,135,86,1
322401998,35,24,37,96,86,0
322401999,39,32,35,106,71,1
322402000,58,52,46,156,100,1
322402001,50,43,39,132,71,1
322402002,28,30,15,73,43,0
322402003,32,27,25,84,14,0
322402004,47,46,41,134,100,1
322402005,16,16,39,71,43,0
322402006,32,32,29,93,71,0
322402007,49,37,40,126,71,1
322402008,12,26,8,46,0,0
322402009,16,23,18,57,29,0
322402010,38,39,42,119,86,1
322402011,20,25,29,74,43,0
322402012,35,23,44,102,43,1
322402013,31,31,23,85,71,0
322402014,18,17,45,80,29,0
322402015,22,30,24,76,71,0
322402016,42,26,29,97,57,0
322402017,24,23,29,76,43,0
322402018,24,24,12,60,29,0
322402019,30,31,27,88,57,0
322402020,33,39,40,112,57,1
322402021,36,34,46,116,86,1
322402022,26,28,42,96,71,0
322402023,15,23,22,60,29,0
322402024,50,44,51,145,100,1
322402025,33,30,16,79,43,0
322402026,26,19,21,66,29,0
322402027,25,15,16,56,43,0
322402028,29,19,25,73,29,0
322402029,17,21,16,54,14,0
322402030,41,31,36,108,57,1
322402031,32,34,22,88,29,0
322402032,26,36,35,97,43,0
322402033,54,47,53,154,100,1
322402034,13,6,25,44,29,0
322402035,25,18,29,72,43,0
322402036,36,35,24,95,57,0
322402037,31,30,18,79,57,0
322402038,20,16,18,54,14,0
322402039,37,26,22,85,29,0
322402040,11,23,22,56,14,0
322402041,51,55,44,150,100,1
322402042,28,25,27,80,57,0
322402043,41,32,31,104,71,1
322402044,41,32,33,106,71,1
322402045,27,32,14,73,0,0
322402046,34,25,21,80,43,0
322402047,15,21,16,52,14,0
322402048,26,30,27,83,57,0
322402049,11,26,23,60,0,0
322402050,17,19,22,58,29,0
322402051,47,28,39,114,86,1
322402052,28,27,25,80,0,0
322402053,16,24,16,56,14,0
322402054,12,20,14,46,14,0
322402055,35,33,16,84,14,0
322402056,33,31,40,104,57,1
322402057,29,30,22,81,43,0
322402058,58,50,56,164,86,1
322402059,16,20,12,48,14,0
322402060,47,36,35,118,86,1
322402061,48,36,22,106,71,1
322402062,37,12,38,87,71,0
322402063,42,44,38,124,100,1
322402064,13,15,25,53,43,0
322402065,15,30,23,68,43,0
322402066,42,29,37,108,71,1
322402067,33,31,30,94,29,0
322402068,18,19,21,58,71,0
322402069,46,38,47,131,100,1
322402070,53,51,49,153,86,1
322402071,24,25,35,84,57,0
322402072,43,24,30,97,57,0
322402073,47,40,36,123,71,1
322402074,40,48,47,135,86,1
322402075,12,18,37,67,29,0
322402076,23,18,34,75,57,0
322402077,14,12,8,34,0,0
322402078,33,28,18,79,57,0
322402079,41,28,38,107,86,1
322402080,38,25,29,92,71,0
322402081,34,40,38,112,57,1
322402082,53,48,34,135,71,1
322402083,38,39,52,129,100,1
322402084,17,14,22,53,43,0
322402085,48,46,43,137,100,1
322402086,41,24,33,98,43,0
322402087,32,26,27,85,43,0
322402088,38,38,24,100,43,1
322402089,28,26,42,96,14,0
322402090,44,25,31,100,43,1
322402091,36,45,50,131,100,1
322402092,33,37,39,109,57,1
322402093,33,23,40,96,43,0
322402094,33,16,23,72,29,0
322402095,24,32,30,86,43,0
322402096,26,30,32,88,43,0
322402097,19,37,45,101,57,1
322402098,55,50,58,163,100,1
322402099,41,25,14,80,29,0
322402100,22,24,41,87,57,0
322402101,41,32,32,105,43,1
322402102,41,24,39,104,57,1
322402103,25,26,30,81,57,0
322402104,35,45,36,116,71,1
322402105,42,39,25,106,57,1
322402106,28,25,21,74,43,0
322402107,30,42,38,110,71,1
322402108,43,36,28,107,57,1
322402109,32,32,35,99,100,1
322402110,53,51,43,147,86,1
322402111,21,27,22,70,43,0
322402112,32,30,31,93,43,0
322402113,29,28,31,88,57,0
322402114,26,32,40,98,29,0
322402115,29,31,34,94,43,0
322402116,10,24,27,61,29,0
322402117,22,26,37,85,43,0
322402118,49,40,52,141,100,1
322402119,28,29,49,106,57,1
322402120,49,51,47,147,86,1
322402121,20,26,28,74,29,0
322402122,38,25,25,88,43,0
322402123,36,34,35,105,86,1
322402124,22,12,25,59,57,0
322402125,35,29,31,95,43,0
322402126,24,21,34,79,14,0
322402127,52,35,37,124,71,1
322402128,22,23,42,87,29,0
322402129,11,24,42,77,43,0
322402130,45,28,27,100,57,1
322402131,35,20,31,86,43,0
322402132,41,36,49,126,71,1
322402133,22,13,19,54,57,0
322402134,40,36,51,127,86,1
322402135,37,35,35,107,57,1
322402136,27,28,42,97,71,0
322402137,35,31,43,109,100,1
322402138,32,28,56,116,86,1
322402139,40,37,52,129,86,1
322402140,37,32,42,111,86,1
322402141,34,22,45,101,57,1
322402142,45,36,33,114,86,1
322402143,22,17,16,55,57,0
322402144,45,30,41,116,86,1
322402145,30,30,32,92,71,0
322402146,36,23,23,82,57,0
322402147,34,33,38,105,57,1
322402148,39,28,16,83,29,0
322402149,54,33,43,130,71,1
322402150,33,37,34,104,71,1
322402151,31,19,38,88,57,0
322402152,47,45,31,123,71,1
322402153,49,42,39,130,71,1
322402154,36,27,40,103,57,1
322402155,35,29,50,114,57,1
322402156,31,30,32,93,43,0
322402157,46,50,47,143,71,1
322402158,34,36,34,104,57,1
322402159,52,51,54,157,100,1
322402160,28,18,18,64,14,0
322402161,32,27,33,92,43,0
322402162,40,26,40,106,86,1
322402163,36,30,21,87,71,0
322402164,43,28,36,107,86,1
322402165,10,25,12,47,43,0
322402166,49,50,56,155,100,1
322402167,34,17,33,84,71,0
322402168,34,18,29,81,71,0
322402169,42,42,38,122,100,1
322402170,22,21,36,79,43,0
322402171,55,49,51,155,100,1
322402172,49,33,43,125,71,1
322402173,50,39,38,127,71,1
322402174,37,40,31,108,57,1
322500001,32,27,20,79,29,0
322500002,43,35,35,113,71,1
322500003,42,36,29,107,86,1
322500004,25,18,17,60,29,0
322500005,42,34,16,92,57,0
322500006,35,33,17,85,29,0
322500007,43,36,25,104,43,1
322500008,36,26,12,74,29,0
322500009,24,32,22,78,43,0
322500010,30,28,27,85,43,0
322500011,37,36,25,98,100,1
322500012,50,45,18,113,71,1
322500013,36,24,27,87,43,0
322500014,41,33,21,95,71,1
322500015,32,30,34,96,86,1
322500016,39,36,43,118,57,1
322500017,19,21,31,71,43,0
322500018,43,42,39,124,43,1
322500019,46,37,35,118,57,1
322500020,41,24,16,81,14,0
322500021,33,35,32,100,71,1
322500022,41,34,15,90,57,0
322500023,43,36,39,118,71,1
322500024,28,30,22,80,14,0
322500025,34,20,14,68,57,0
322500026,32,34,16,82,71,0
322500027,45,49,29,123,43,1
322500028,33,26,27,86,71,0
322500029,17,25,12,54,57,0
322500030,31,20,23,74,57,0
322500031,37,32,25,94,43,1
322500032,40,28,19,87,43,0
322500033,36,27,21,84,43,0
322500034,46,39,18,103,57,1
322500035,31,39,12,82,29,0
322500036,50,47,56,153,71,1
322500037,45,32,25,102,57,1
322500038,34,32,19,85,57,0
322500039,39,37,23,99,71,1
322500040,26,36,19,81,29,0
322500041,23,26,23,72,29,0
322500042,38,40,20,98,71,1
322500043,36,26,34,96,57,1
322500044,27,21,8,56,29,0
322500045,34,35,18,87,29,0
322500046,49,35,25,109,71,1
322500047,38,34,31,103,86,1
322500048,45,41,10,96,57,1
322500049,35,35,24,94,71,1
322500050,48,54,53,155,86,1
322500051,33,30,18,81,57,0
322500052,21,28,16,65,14,0
322500053,45,28,16,89,43,0
322500054,45,44,16,105,86,1
322500055,53,32,27,112,86,1
322500056,43,33,12,88,57,0
322500057,48,48,32,128,57,1
322500058,36,27,26,89,43,0
322500059,48,23,12,83,43,0
322500060,43,41,20,104,57,1
322500061,28,22,10,60,43,0
322500062,37,23,18,78,0,0
322500063,32,36,21,89,71,0
322500064,38,27,41,106,43,1
322500065,35,27,31,93,43,1
322500066,39,41,33,113,86,1
322500067,29,16,12,57,57,0
322500068,28,23,14,65,29,0
322500069,32,39,29,100,71,1
322500070,24,16,26,66,29,0
322500071,43,25,27,95,57,1
322500072,48,34,25,107,71,1
322500073,32,25,25,82,29,0
322500074,41,19,27,87,71,0
322500075,28,16,10,54,0,0
322500076,41,45,58,144,71,1
322500077,35,25,13,73,14,0
322500078,34,40,17,91,57,0
322500079,18,28,25,71,43,0
322500080,29,35,19,83,57,0
322500081,45,40,29,114,57,1
322500082,30,40,23,93,43,1
322500083,39,38,23,100,71,1
322500084,28,33,24,85,71,0
322500085,38,42,12,92,14,0
322500086,48,43,45,136,100,1
322500087,35,25,18,78,43,0
322500088,28,31,23,82,86,0
322500089,50,40,53,143,86,1
322500090,51,49,37,137,100,1
322500091,24,28,36,88,71,0
322500092,21,28,23,72,43,0
322500093,36,34,32,102,14,1
322500094,25,36,30,91,43,0
322500095,27,25,18,70,43,0
322500096,25,35,17,77,57,0
322500097,16,19,14,49,14,0
322500098,43,31,21,95,71,1
322500099,52,48,48,148,71,1
322500100,36,40,21,97,57,1
322500101,45,33,17,95,57,1
322500102,43,38,29,110,86,1
322500103,44,39,46,129,86,1
322500104,32,23,25,80,57,0
322500105,29,18,16,63,57,0
322500106,40,36,38,114,71,1
322500107,19,20,28,67,14,0
322500108,29,25,19,73,57,0
322500109,30,38,21,89,71,0
322500110,32,31,31,94,100,1
322500111,31,31,20,82,86,0
322500112,35,26,23,84,29,0
322500113,46,38,32,116,71,1
322500114,29,27,35,91,71,0
322500115,48,35,35,118,71,1
322500116,25,19,13,57,14,0
322500117,46,34,28,108,57,1
322500118,41,44,23,108,86,1
322500119,19,29,10,58,14,0
322500120,30,31,14,75,29,0
322500121,28,22,27,77,43,0
322500122,11,16,10,37,0,0
322500123,32,23,19,74,57,0
322500124,32,29,16,77,43,0
322500125,52,43,23,118,57,1
322500126,40,29,25,94,57,1
322500127,41,36,22,99,71,1
322500128,49,50,54,153,100,1
322500129,20,17,14,51,43,0
322500130,39,29,16,84,57,0
322500131,33,21,21,75,14,0
322500132,27,26,29,82,86,0
322500133,40,27,32,99,57,1
322500134,48,39,34,121,71,1
322500135,46,36,34,116,71,1
322500136,30,23,34,87,43,0
322500137,30,31,20,81,71,0
322500138,19,18,23,60,29,0
322500139,28,34,19,81,57,0
322500140,45,42,34,121,100,1
322500141,7,11,21,39,43,0
322500142,30,25,32,87,43,0
322500143,49,43,29,121,71,1
322500144,53,38,22,113,57,1
322500145,29,19,32,80,57,0
322500146,45,37,23,105,86,1
322500147,21,14,22,57,29,0
322500148,15,15,20,50,43,0
322500149,28,30,25,83,57,0
322500150,21,22,14,57,0,0
322500151,35,27,25,87,43,0
322500152,18,12,17,47,14,0
322500153,39,40,18,97,71,1
322500154,49,38,12,99,43,1
322500155,48,38,34,120,71,1
322500156,31,24,15,70,43,0
322500157,31,26,27,84,43,0
322500158,33,19,27,79,57,0
322500159,37,27,17,81,43,0
322500160,34,37,25,96,57,1
322500161,43,31,29,103,43,1
322500162,39,24,27,90,43,0
322500163,21,27,8,56,0,0
322500164,43,35,18,96,71,1
322500165,52,40,45,137,100,1
322500166,17,22,23,62,43,0
322500167,34,19,18,71,43,0
322500168,31,32,21,84,43,0
322500169,38,37,30,105,29,1
322500170,43,13,21,77,71,0
322500171,44,36,23,103,71,1
322500172,33,27,29,89,57,0
322500173,35,30,23,88,57,0
322500174,33,38,23,94,71,1
322500175,39,31,21,91,43,0
322500176,40,32,14,86,57,0
322500177,15,23,34,72,43,0
322500178,46,38,29,113,71,1
322500179,35,30,19,84,29,0
322500180,43,36,25,104,86,1
322500181,46,48,25,119,86,1
322500182,21,21,23,65,43,0
322500183,44,34,23,101,57,1
322500184,49,33,14,96,43,1
322500185,33,26,21,80,43,0
322500186,46,39,36,121,86,1
322500187,29,35,36,100,29,1
322500188,48,28,16,92,71,0
322500189,31,26,27,84,43,0
322500190,33,24,21,78,29,0
322500191,32,21,27,80,57,0
322500192,22,25,14,61,57,0
322500193,18,25,26,69,71,0
322500194,15,19,33,67,43,0
322500195,34,27,30,91,57,0
322500196,42,33,32,107,86,1
322500197,33,23,16,72,29,0
322500198,29,32,23,84,71,0
322500199,38,28,21,87,71,0
322500200,43,42,33,118,100,1
322500201,46,30,27,103,86,1
322500202,33,22,27,82,86,0
322500203,21,33,27,81,43,0
322500204,51,51,44,146,86,1
322500205,32,33,19,84,71,0
322500206,40,33,13,86,71,0
322500207,37,34,25,96,86,1
322500208,43,34,27,104,71,1
322500209,48,39,23,110,86,1
322500210,52,38,22,112,57,1
322500211,51,49,29,129,100,1
322500212,41,30,29,100,71,1
322500213,36,28,29,93,57,1
322500214,34,31,27,92,43,0
322500215,40,49,45,134,86,1
322500216,22,30,18,70,57,0
322500217,41,28,26,95,57,1
322500218,39,35,27,101,43,1
322500219,31,28,32,91,57,0
322500220,28,24,19,71,29,0
322500221,36,38,36,110,71,1
322500222,31,29,18,78,43,0
322500223,43,24,26,93,57,1
322500224,32,28,25,85,71,0
322500225,48,35,32,115,71,1
322500226,22,23,25,70,29,0
322500227,28,26,14,68,43,0
322500228,47,49,42,138,100,1
322500229,14,17,27,58,71,0
322500230,44,37,36,117,71,1
322500231,53,24,20,97,57,1
322500232,50,35,14,99,57,1
322500233,31,29,21,81,43,0
322500234,19,20,15,54,43,0
322500235,42,29,27,98,71,1
322500236,57,46,32,135,57,1
322500237,31,26,30,87,71,0
322500238,44,35,29,108,71,1
322500239,35,43,49,127,86,1
322500240,47,50,45,142,86,1
322500241,37,47,49,133,100,1
322500242,45,46,47,138,86,1
322500243,22,26,10,58,14,0
322500244,45,41,38,124,71,1
322500245,50,51,54,155,86,1
322500246,36,29,25,90,71,0
322500247,27,24,19,70,29,0
322500248,18,27,31,76,43,0
322500249,56,48,48,152,86,1
322500250,32,22,43,97,57,1
322500251,41,31,25,97,71,1
322500252,30,35,27,92,71,0
322500253,27,25,23,75,29,0
322500254,54,53,51,158,100,1
322500255,52,32,41,125,86,1
322500256,58,53,56,167,100,1
322500257,36,41,47,124,71,1
322500258,23,30,32,85,29,0
322500259,52,30,32,114,71,1
322500260,56,48,38,142,100,1
322500261,50,42,31,123,86,1
322500262,21,17,22,60,29,0
322500263,19,25,15,59,29,0
322500264,43,33,38,114,86,1
322500265,28,29,25,82,14,0
322500266,45,27,28,100,43,1
322500267,37,32,38,107,86,1
322500268,24,30,23,77,29,0
322500269,16,20,21,57,29,0
322500270,29,23,23,75,29,0
322500271,18,20,22,60,43,0
322500272,26,19,25,70,29,0
322500273,33,20,25,78,43,0
322500274,27,25,26,78,71,0
322500275,23,18,16,57,43,0
322500276,51,45,40,136,86,1
322500277,38,30,27,95,43,1
322500278,41,34,40,115,71,1
322500279,23,31,23,77,57,0
322500280,28,26,18,72,29,0
322500281,41,46,53,140,71,1
322500282,21,28,18,67,43,0
322500283,31,27,16,74,29,0
322500284,28,21,19,68,29,0
322500285,17,22,32,71,57,0
322500286,46,24,21,91,29,0
322500287,25,23,20,68,43,0
322500288,21,20,21,62,43,0
322500289,19,27,16,62,43,0
322500290,31,30,15,76,29,0
322500291,44,29,22,95,43,1
322500292,35,23,17,75,0,0
322500293,55,31,33,119,86,1
322500294,39,28,34,101,71,1
322500295,48,39,39,126,86,1
322500296,41,34,44,119,71,1
322500297,35,32,25,92,71,0
322500298,47,35,35,117,71,1
322500299,37,35,34,106,71,1
322500300,50,33,24,107,86,1
322500301,47,24,29,100,57,1
322500302,28,21,34,83,43,0
322500303,31,34,19,84,71,0
322500304,35,24,19,78,29,0
322500305,53,32,39,124,71,1
322500306,30,24,21,75,57,0
322500307,43,30,29,102,71,1
322500308,36,25,37,98,43,1
322500309,40,30,33,103,29,1
322500310,22,29,29,80,43,0
322500311,32,20,23,75,43,0
322500312,49,36,33,118,57,1
322500313,53,41,43,137,71,1
322500314,47,33,34,114,71,1
322500315,28,21,21,70,57,0
322500316,19,27,14,60,71,0
322500317,39,22,20,81,71,0
322500318,41,35,19,95,71,1
322500319,35,32,27,94,71,1
322500320,27,24,20,71,57,0
322500321,58,38,31,127,71,1
322500322,44,30,29,103,14,1
322500323,38,31,35,104,71,1
322500324,32,28,18,78,71,0
322500325,33,34,28,95,86,1
322500326,28,18,23,69,57,0
322500327,23,29,23,75,43,0
322500328,39,25,23,87,14,0
322500329,25,22,23,70,71,0
322500330,19,21,16,56,14,0
322500331,28,33,31,92,57,0
322500332,55,52,39,146,100,1
322500333,33,35,21,89,71,0
322500334,21,30,25,76,29,0
322500335,32,28,23,83,43,0
322500336,21,28,21,70,29,0
322500337,26,27,30,83,57,0
322500338,35,35,27,97,86,1
322500339,45,35,16,96,71,1
322500340,21,19,27,67,57,0
322500341,39,30,30,99,86,1
322500342,27,26,37,90,71,0
322500343,28,22,19,69,43,0
322500344,39,33,46,118,100,1
322500345,31,25,23,79,71,0
322500346,47,54,47,148,71,1
322500347,38,32,25,95,71,1
322500348,39,43,49,131,86,1
322500349,31,28,34,93,57,1
322500350,21,25,33,79,43,0
322500351,44,46,49,139,86,1
322500352,37,34,29,100,29,1
322500353,27,15,37,79,71,0
322500354,26,31,23,80,57,0
322500355,38,32,41,111,71,1
322500356,25,25,16,66,43,0
322500357,20,20,25,65,57,0
322500358,24,26,23,73,43,0
322500359,24,22,9,55,14,0
322500360,27,25,18,70,43,0
322500361,18,29,23,70,29,0
322500362,22,28,19,69,29,0
322500363,18,24,25,67,43,0
322500364,13,16,23,52,29,0
322500365,42,36,33,111,86,1
322500366,32,35,29,96,71,1
322500367,16,16,12,44,29,0
322500368,32,33,25,90,71,0
322500369,22,23,8,53,14,0
322500370,31,17,19,67,57,0
322500371,19,16,29,64,14,0
322500372,29,26,32,87,57,0
322500373,34,19,21,74,29,0
322500374,18,26,27,71,43,0
322500375,17,16,8,41,29,0
322500376,29,27,25,81,57,0
322500377,42,30,33,105,100,1
322500378,35,31,32,98,57,1
322500379,38,27,22,87,57,0
322500380,31,24,21,76,71,0
322500381,52,43,39,134,100,1
322500382,40,34,25,99,71,1
322500383,51,48,51,150,100,1
322500384,30,30,28,88,86,0
322500385,23,38,19,80,57,0
322500386,22,28,17,67,43,0
322500387,47,50,58,155,86,1
322500388,46,29,25,100,86,1
322500389,46,40,27,113,100,1
322500390,31,27,18,76,57,0
322500391,34,33,29,96,100,1
322500392,46,20,23,89,57,0
322500393,42,24,20,86,29,0
322500394,36,41,32,109,86,1
322500395,48,33,47,128,100,1
322500396,55,39,49,143,100,1
322500397,40,38,32,110,86,1
322500398,58,44,50,152,100,1
322500399,33,33,35,101,43,1
322500400,54,44,44,142,100,1
322500401,35,21,38,94,86,1
322500402,39,40,38,117,100,1
322500403,31,37,38,106,71,1
322500404,24,26,36,86,43,0
322500405,27,27,19,73,57,0
322500406,29,23,14,66,57,0
322500407,24,23,23,70,43,0
322500408,39,28,23,90,57,0
322500409,33,35,18,86,43,0
322500410,50,38,29,117,100,1
322500411,18,12,30,60,43,0
322500412,39,27,33,99,57,1
322500413,33,29,29,91,86,0
322500414,30,20,19,69,43,0
322500415,43,31,25,99,86,1
322500416,49,26,32,107,43,1
322500417,26,19,16,61,29,0
322500418,34,27,21,82,71,0
322500419,28,28,16,72,14,0
322500420,17,19,20,56,43,0
322500421,31,21,23,75,57,0
322500422,43,34,35,112,71,1
322500423,25,23,20,68,29,0
322500424,39,29,29,97,57,1
322500425,30,20,38,88,71,0
322500426,26,29,31,86,43,0
322500427,26,25,25,76,14,0
322500428,29,19,25,73,43,0
322500429,34,19,18,71,43,0
322500430,36,32,35,103,71,1
322500431,31,18,34,83,43,0
322500432,31,26,35,92,86,0
322500433,29,29,32,90,57,0
322500434,36,35,38,109,86,1
322500435,42,30,40,112,86,1
322500436,40,35,29,104,86,1
322500437,22,0,0,22,14,0
322500438,44,31,33,108,86,1
322500439,31,31,19,81,71,0
322500440,37,20,17,74,43,0
322500441,21,19,12,52,29,0
322500442,25,26,17,68,71,0
322500443,30,22,22,74,57,0
322500444,40,41,31,112,57,1
